userId	geneSymbol	geneName	entrezgene	score	gLink
CG12104	CG12104	NA	38187	0.846779967879272	https://www.ncbi.nlm.nih.gov/gene/?term=38187
CG12107	CG12107	NA	35712	0.512938436876388	https://www.ncbi.nlm.nih.gov/gene/?term=35712
CG12115	CG12115	NA	31853	-7.2384255335776	https://www.ncbi.nlm.nih.gov/gene/?term=31853
CG12116	CG12116	NA	31782	-0.874982148962024	https://www.ncbi.nlm.nih.gov/gene/?term=31782
CG12121	CG12121	NA	31866	0.512446592599379	https://www.ncbi.nlm.nih.gov/gene/?term=31866
CG12126	CG12126	NA	35805	-8.03415066647525	https://www.ncbi.nlm.nih.gov/gene/?term=35805
CG1213	CG1213	NA	40728	-1.2499346938428	https://www.ncbi.nlm.nih.gov/gene/?term=40728
CG12133	CG12133	NA	36036	-6.31323677101814	https://www.ncbi.nlm.nih.gov/gene/?term=36036
CG12147	CG12147	NA	40651	-5.69532955641044	https://www.ncbi.nlm.nih.gov/gene/?term=40651
CG12163	CG12163	NA	40628	0.267525649198524	https://www.ncbi.nlm.nih.gov/gene/?term=40628
CG12179	CG12179	NA	31393	0.693619874269973	https://www.ncbi.nlm.nih.gov/gene/?term=31393
CG12184	CG12184	NA	31392	-3.16723033375026	https://www.ncbi.nlm.nih.gov/gene/?term=31392
CG12194	CG12194	NA	33685	-1.10474966059446	https://www.ncbi.nlm.nih.gov/gene/?term=33685
CG12200	CG12200	NA	32932	-2.82679627813986	https://www.ncbi.nlm.nih.gov/gene/?term=32932
CG12204	CG12204	NA	32937	0.571849099432095	https://www.ncbi.nlm.nih.gov/gene/?term=32937
CG12206	CG12206	NA	31316	-1.29507095290736	https://www.ncbi.nlm.nih.gov/gene/?term=31316
CG12209	CG12209	NA	36077	-3.00591878130055	https://www.ncbi.nlm.nih.gov/gene/?term=36077
CG12213	CG12213	NA	41447	0.445168451416851	https://www.ncbi.nlm.nih.gov/gene/?term=41447
CG12219	CG12219	NA	31572	0.761509489035657	https://www.ncbi.nlm.nih.gov/gene/?term=31572
CG12224	CG12224	NA	41453	-1.97824548119119	https://www.ncbi.nlm.nih.gov/gene/?term=41453
CG12229	CG12229	NA	39945	-7.48008207122715	https://www.ncbi.nlm.nih.gov/gene/?term=39945
CG12236	CG12236	NA	31523	0.620346426666991	https://www.ncbi.nlm.nih.gov/gene/?term=31523
CG12256	CG12256	NA	14462452	-4.12480257925087	https://www.ncbi.nlm.nih.gov/gene/?term=14462452
CG12262	CG12262	NA	38864	0.8581595685547	https://www.ncbi.nlm.nih.gov/gene/?term=38864
CG12268	CG12268	NA	42833	-2.20105810239045	https://www.ncbi.nlm.nih.gov/gene/?term=42833
CG12278	CG12278	NA	42486	-7.74454347212174	https://www.ncbi.nlm.nih.gov/gene/?term=42486
CG12289	CG12289	NA	39279	-4.51828602144671	https://www.ncbi.nlm.nih.gov/gene/?term=39279
CG12299	CG12299	NA	34483	0.729977844802556	https://www.ncbi.nlm.nih.gov/gene/?term=34483
CG12307	CG12307	NA	34584	-7.54233983698893	https://www.ncbi.nlm.nih.gov/gene/?term=34584
CG12309	CG12309	NA	36126	-9.71459364297183	https://www.ncbi.nlm.nih.gov/gene/?term=36126
CG1231	CG1231	NA	38060	-4.41527864990616	https://www.ncbi.nlm.nih.gov/gene/?term=38060
CG12316	CG12316	NA	39650	0.777799562698109	https://www.ncbi.nlm.nih.gov/gene/?term=39650
CG12344	CG12344	NA	36145	-2.14526685352087	https://www.ncbi.nlm.nih.gov/gene/?term=36145
CG12347	CG12347	NA	42152	-7.41270968369948	https://www.ncbi.nlm.nih.gov/gene/?term=42152
CG12355	CG12355	NA	2768954	-1.30928056445482	https://www.ncbi.nlm.nih.gov/gene/?term=2768954
CG12362	CG12362	NA	39193	-6.94796035035881	https://www.ncbi.nlm.nih.gov/gene/?term=39193
CG12376	CG12376	NA	35857	-5.02381448010849	https://www.ncbi.nlm.nih.gov/gene/?term=35857
CG12391	CG12391	NA	36170	0.827202208276742	https://www.ncbi.nlm.nih.gov/gene/?term=36170
CG12395	CG12395	NA	32571	-7.8097473289657096	https://www.ncbi.nlm.nih.gov/gene/?term=32571
CG12402	CG12402	NA	41714	-2.21482232506515	https://www.ncbi.nlm.nih.gov/gene/?term=41714
CG12404	CG12404	NA	34696	0.496464940951019	https://www.ncbi.nlm.nih.gov/gene/?term=34696
CG12438	CG12438	NA	34202	-8.88034650167261	https://www.ncbi.nlm.nih.gov/gene/?term=34202
CG12446	CG12446	NA	33147	-5.18550029574852	https://www.ncbi.nlm.nih.gov/gene/?term=33147
CG12448	CG12448	NA	34942	-9.03888599290436	https://www.ncbi.nlm.nih.gov/gene/?term=34942
CG12470	CG12470	NA	30977	-4.08213601352727	https://www.ncbi.nlm.nih.gov/gene/?term=30977
CG12477	CG12477	NA	40040	-8.74667323291236	https://www.ncbi.nlm.nih.gov/gene/?term=40040
CG12479	CG12479	NA	50344	-5.341078703505	https://www.ncbi.nlm.nih.gov/gene/?term=50344
CG12480	CG12480	NA	32359	-6.38104657582649	https://www.ncbi.nlm.nih.gov/gene/?term=32359
CG12481	CG12481	NA	32364	-7.93546858448729	https://www.ncbi.nlm.nih.gov/gene/?term=32364
CG12484	CG12484	NA	37310	-1.62182733863548	https://www.ncbi.nlm.nih.gov/gene/?term=37310
CG12490	CG12490	NA	37623	-3.69514634567153	https://www.ncbi.nlm.nih.gov/gene/?term=37623
CG12493	CG12493	NA	38575	-0.956282825581277	https://www.ncbi.nlm.nih.gov/gene/?term=38575
CG12496	CG12496	NA	31226	-3.77629298921185	https://www.ncbi.nlm.nih.gov/gene/?term=31226
CG12498	CG12498	NA	31272	-4.50524456683847	https://www.ncbi.nlm.nih.gov/gene/?term=31272
CG12502	CG12502	NA	38102	-2.96638477061119	https://www.ncbi.nlm.nih.gov/gene/?term=38102
CG12507	CG12507	NA	32580	-2.76678884146589	https://www.ncbi.nlm.nih.gov/gene/?term=32580
CG12511	CG12511	NA	33797	-7.45184289298998	https://www.ncbi.nlm.nih.gov/gene/?term=33797
CG12512	CG12512	NA	33766	-1.00258589551049	https://www.ncbi.nlm.nih.gov/gene/?term=33766
CG12516	CG12516	NA	43370	-8.65168501043994	https://www.ncbi.nlm.nih.gov/gene/?term=43370
CG12520	CG12520	NA	39466	-2.42130163619038	https://www.ncbi.nlm.nih.gov/gene/?term=39466
CG12521	CG12521	NA	50289	-6.53316882879643	https://www.ncbi.nlm.nih.gov/gene/?term=50289
CG12531	CG12531	NA	32986	-1.44707706750496	https://www.ncbi.nlm.nih.gov/gene/?term=32986
CG12535	CG12535	NA	31311	-4.0546092315688	https://www.ncbi.nlm.nih.gov/gene/?term=31311
CG12538	CG12538	NA	41658	-5.57432152679381	https://www.ncbi.nlm.nih.gov/gene/?term=41658
CG12539	CG12539	NA	32412	-5.57857170026106	https://www.ncbi.nlm.nih.gov/gene/?term=32412
CG12540	CG12540	NA	32393	-5.87077387625412	https://www.ncbi.nlm.nih.gov/gene/?term=32393
CG12541	CG12541	NA	31650	-2.44022800749195	https://www.ncbi.nlm.nih.gov/gene/?term=31650
CG12567	CG12567	NA	3355094	0.8889602823167	https://www.ncbi.nlm.nih.gov/gene/?term=3355094
CG12576	CG12576	NA	33135	0.454756366140878	https://www.ncbi.nlm.nih.gov/gene/?term=33135
CG12589	CG12589	NA	50157	-5.32118792610133	https://www.ncbi.nlm.nih.gov/gene/?term=50157
CG12590	CG12590	NA	40618	-6.52351755397727	https://www.ncbi.nlm.nih.gov/gene/?term=40618
CG12594	CG12594	NA	41416	-3.51749648621632	https://www.ncbi.nlm.nih.gov/gene/?term=41416
CG12605	CG12605	NA	38468	-0.964106305860337	https://www.ncbi.nlm.nih.gov/gene/?term=38468
CG12607	CG12607	NA	38547	-6.97423200341549	https://www.ncbi.nlm.nih.gov/gene/?term=38547
CG12609	CG12609	NA	32862	-5.21625359687815	https://www.ncbi.nlm.nih.gov/gene/?term=32862
CG12620	CG12620	NA	35034	-8.66065065712607	https://www.ncbi.nlm.nih.gov/gene/?term=35034
CG12643	CG12643	NA	50416	1.66786212670172	https://www.ncbi.nlm.nih.gov/gene/?term=50416
CG12659	CG12659	NA	50403	0.776622886171463	https://www.ncbi.nlm.nih.gov/gene/?term=50403
CG12661	CG12661	NA	31822	-4.2014855797318	https://www.ncbi.nlm.nih.gov/gene/?term=31822
CG12672	CG12672	NA	32781	-1.79616020390709	https://www.ncbi.nlm.nih.gov/gene/?term=32781
CG12674	CG12674	NA	33384	-7.54091872633088	https://www.ncbi.nlm.nih.gov/gene/?term=33384
CG12680	CG12680	NA	31427	-8.19859843167184	https://www.ncbi.nlm.nih.gov/gene/?term=31427
CG12682	CG12682	NA	31415	-6.88153711386524	https://www.ncbi.nlm.nih.gov/gene/?term=31415
CG12684	CG12684	NA	31390	-6.06865475422778	https://www.ncbi.nlm.nih.gov/gene/?term=31390
CG12688	CG12688	NA	31378	-5.36046669846437	https://www.ncbi.nlm.nih.gov/gene/?term=31378
CG12689	CG12689	NA	31676	-7.94439495399457	https://www.ncbi.nlm.nih.gov/gene/?term=31676
CG12692	CG12692	NA	31372	-4.99113493989611	https://www.ncbi.nlm.nih.gov/gene/?term=31372
CG12693	CG12693	NA	31375	-3.97140987144819	https://www.ncbi.nlm.nih.gov/gene/?term=31375
CG12698	CG12698	NA	32570	-5.2580953928729	https://www.ncbi.nlm.nih.gov/gene/?term=32570
CG12708	CG12708	NA	32502	-3.34242942164881	https://www.ncbi.nlm.nih.gov/gene/?term=32502
CG1271	CG1271	NA	38364	-2.13637861296079	https://www.ncbi.nlm.nih.gov/gene/?term=38364
CG12715	CG12715	NA	32252	-9.76538884960623	https://www.ncbi.nlm.nih.gov/gene/?term=32252
CG12716	CG12716	NA	32248	1.9583011517388	https://www.ncbi.nlm.nih.gov/gene/?term=32248
CG12717	CG12717	NA	32229	0.732715568751649	https://www.ncbi.nlm.nih.gov/gene/?term=32229
CG12725	CG12725	NA	32298	-8.01844537212795	https://www.ncbi.nlm.nih.gov/gene/?term=32298
CG1273	CG1273	NA	38522	-3.71299123298559	https://www.ncbi.nlm.nih.gov/gene/?term=38522
CG12766	CG12766	NA	38462	-1.48443588826443	https://www.ncbi.nlm.nih.gov/gene/?term=38462
CG12768	CG12768	NA	40513	-1.73022713040337	https://www.ncbi.nlm.nih.gov/gene/?term=40513
CG12773	CG12773	NA	31082	0.394041067683189	https://www.ncbi.nlm.nih.gov/gene/?term=31082
CG12780	CG12780	NA	35834	-1.29616068086884	https://www.ncbi.nlm.nih.gov/gene/?term=35834
CG12782	CG12782	NA	37685	-4.33259966043964	https://www.ncbi.nlm.nih.gov/gene/?term=37685
CG12783	CG12783	NA	42019	-4.24200260139324	https://www.ncbi.nlm.nih.gov/gene/?term=42019
CG12795	CG12795	NA	33561	1.35067427941266	https://www.ncbi.nlm.nih.gov/gene/?term=33561
CG12817	CG12817	NA	41250	-2.65768008867383	https://www.ncbi.nlm.nih.gov/gene/?term=41250
CG12826	CG12826	NA	35710	-3.80686344842631	https://www.ncbi.nlm.nih.gov/gene/?term=35710
CG12828	CG12828	NA	5740660	-7.66466183013816	https://www.ncbi.nlm.nih.gov/gene/?term=5740660
CG12836	CG12836	NA	35630	-5.86225262073932	https://www.ncbi.nlm.nih.gov/gene/?term=35630
CG12851	CG12851	NA	37993	-2.41843470343505	https://www.ncbi.nlm.nih.gov/gene/?term=37993
CG12857	CG12857	NA	36642	-3.69707978850838	https://www.ncbi.nlm.nih.gov/gene/?term=36642
CG12860	CG12860	NA	36629	-4.88742779873213	https://www.ncbi.nlm.nih.gov/gene/?term=36629
CG12866	CG12866	NA	36630	-5.89344786325083	https://www.ncbi.nlm.nih.gov/gene/?term=36630
CG12869	CG12869	NA	36616	-5.14688072534087	https://www.ncbi.nlm.nih.gov/gene/?term=36616
CG12877	CG12877	NA	43333	0.530092484639633	https://www.ncbi.nlm.nih.gov/gene/?term=43333
CG1288	CG1288	NA	40865	-6.47503340130358	https://www.ncbi.nlm.nih.gov/gene/?term=40865
CG12885	CG12885	NA	43308	-4.76004277102316	https://www.ncbi.nlm.nih.gov/gene/?term=43308
CG12910	CG12910	NA	36082	-1.8822644389829	https://www.ncbi.nlm.nih.gov/gene/?term=36082
CG12911	CG12911	NA	36081	-6.35059610075868	https://www.ncbi.nlm.nih.gov/gene/?term=36081
CG12913	CG12913	NA	36079	-5.92354819017553	https://www.ncbi.nlm.nih.gov/gene/?term=36079
CG12914	CG12914	NA	36078	-7.53328451506731	https://www.ncbi.nlm.nih.gov/gene/?term=36078
CG12917	CG12917	NA	36065	-3.88677139706456	https://www.ncbi.nlm.nih.gov/gene/?term=36065
CG12920	CG12920	NA	36052	-4.1538064540946404	https://www.ncbi.nlm.nih.gov/gene/?term=36052
CG12923	CG12923	NA	36026	-3.54077497380868	https://www.ncbi.nlm.nih.gov/gene/?term=36026
CG12926	CG12926	NA	35996	-1.72505390427981	https://www.ncbi.nlm.nih.gov/gene/?term=35996
CG12934	CG12934	NA	36124	-7.05048017830876	https://www.ncbi.nlm.nih.gov/gene/?term=36124
CG12942	CG12942	NA	36158	0.631448736752684	https://www.ncbi.nlm.nih.gov/gene/?term=36158
CG12950	CG12950	NA	41184	-2.91834903361196	https://www.ncbi.nlm.nih.gov/gene/?term=41184
CG12951	CG12951	NA	41110	-4.28972361868711	https://www.ncbi.nlm.nih.gov/gene/?term=41110
CG12963	CG12963	NA	36724	-1.55745529794309	https://www.ncbi.nlm.nih.gov/gene/?term=36724
CG12970	CG12970	NA	36744	-2.88118452757169	https://www.ncbi.nlm.nih.gov/gene/?term=36744
CG12971	CG12971	NA	40365	-4.85833287485438	https://www.ncbi.nlm.nih.gov/gene/?term=40365
CG12983	CG12983	NA	40319	-4.80489083162374	https://www.ncbi.nlm.nih.gov/gene/?term=40319
CG12984	CG12984	NA	40321	-6.00047728341637	https://www.ncbi.nlm.nih.gov/gene/?term=40321
CG12985	CG12985	NA	32774	-4.54692351031512	https://www.ncbi.nlm.nih.gov/gene/?term=32774
CG12990	CG12990	NA	32747	-4.26229326761698	https://www.ncbi.nlm.nih.gov/gene/?term=32747
CG12992	CG12992	NA	32733	-1.57712166269008	https://www.ncbi.nlm.nih.gov/gene/?term=32733
CG12994	CG12994	NA	50350	-2.86569689973984	https://www.ncbi.nlm.nih.gov/gene/?term=50350
CG12995	CG12995	NA	32707	-4.54754922700336	https://www.ncbi.nlm.nih.gov/gene/?term=32707
CG13000	CG13000	NA	32685	-6.41424400363108	https://www.ncbi.nlm.nih.gov/gene/?term=32685
CG13001	CG13001	NA	32684	0.665882459497485	https://www.ncbi.nlm.nih.gov/gene/?term=32684
CG13002	CG13002	NA	32681	-3.95723633513899	https://www.ncbi.nlm.nih.gov/gene/?term=32681
CG13003	CG13003	NA	32675	-1.35473847017233	https://www.ncbi.nlm.nih.gov/gene/?term=32675
CG13004	CG13004	NA	32673	0.622509792430763	https://www.ncbi.nlm.nih.gov/gene/?term=32673
CG13008	CG13008	NA	32654	-4.28467884392522	https://www.ncbi.nlm.nih.gov/gene/?term=32654
CG13012	CG13012	NA	32642	-2.06719318058188	https://www.ncbi.nlm.nih.gov/gene/?term=32642
CG13016	CG13016	NA	36562	0.560570608479017	https://www.ncbi.nlm.nih.gov/gene/?term=36562
CG13021	CG13021	NA	31323	-3.04929851356264	https://www.ncbi.nlm.nih.gov/gene/?term=31323
CG13023	CG13023	NA	39894	-6.09575184451004	https://www.ncbi.nlm.nih.gov/gene/?term=39894
CG13024	CG13024	NA	39880	-2.75410112010467	https://www.ncbi.nlm.nih.gov/gene/?term=39880
CG13026	CG13026	NA	39868	-2.93534427713436	https://www.ncbi.nlm.nih.gov/gene/?term=39868
CG13029	CG13029	NA	39886	-1.56647282143387	https://www.ncbi.nlm.nih.gov/gene/?term=39886
CG13031	CG13031	NA	39867	-6.95819891524312	https://www.ncbi.nlm.nih.gov/gene/?term=39867
CG13032	CG13032	NA	39863	-9.20223906976167	https://www.ncbi.nlm.nih.gov/gene/?term=39863
CG13033	CG13033	NA	39839	-4.30732636534832	https://www.ncbi.nlm.nih.gov/gene/?term=39839
CG13038	CG13038	NA	50268	-8.3777937023546	https://www.ncbi.nlm.nih.gov/gene/?term=50268
CG13040	CG13040	NA	39804	-8.76630451464718	https://www.ncbi.nlm.nih.gov/gene/?term=39804
CG13042	CG13042	NA	39798	-8.30818729932476	https://www.ncbi.nlm.nih.gov/gene/?term=39798
CG13043	CG13043	NA	39796	-7.23407198781961	https://www.ncbi.nlm.nih.gov/gene/?term=39796
CG13044	CG13044	NA	39795	-4.78844621376665	https://www.ncbi.nlm.nih.gov/gene/?term=39795
CG13045	CG13045	NA	39792	-6.36139486341301	https://www.ncbi.nlm.nih.gov/gene/?term=39792
CG13046	CG13046	NA	39791	-3.94350531428605	https://www.ncbi.nlm.nih.gov/gene/?term=39791
CG13050	CG13050	NA	39787	-6.21118048968467	https://www.ncbi.nlm.nih.gov/gene/?term=39787
CG13053	CG13053	NA	50274	-6.3158531713568	https://www.ncbi.nlm.nih.gov/gene/?term=50274
CG13054	CG13054	NA	39780	-5.23906452215366	https://www.ncbi.nlm.nih.gov/gene/?term=39780
CG13055	CG13055	NA	39779	-2.96153489393146	https://www.ncbi.nlm.nih.gov/gene/?term=39779
CG13058	CG13058	NA	39806	-8.0031528484489	https://www.ncbi.nlm.nih.gov/gene/?term=39806
CG13060	CG13060	NA	39802	-5.83741750723952	https://www.ncbi.nlm.nih.gov/gene/?term=39802
CG13062	CG13062	NA	39799	-8.10807190699071	https://www.ncbi.nlm.nih.gov/gene/?term=39799
CG13063	CG13063	NA	39797	-7.36195433033221	https://www.ncbi.nlm.nih.gov/gene/?term=39797
CG13064	CG13064	NA	2768963	-7.44161128535718	https://www.ncbi.nlm.nih.gov/gene/?term=2768963
CG13066	CG13066	NA	50270	-6.89574929635122	https://www.ncbi.nlm.nih.gov/gene/?term=50270
CG13068	CG13068	NA	39784	-3.72775313510965	https://www.ncbi.nlm.nih.gov/gene/?term=39784
CG13070	CG13070	NA	39782	-8.10596029596845	https://www.ncbi.nlm.nih.gov/gene/?term=39782
CG13071	CG13071	NA	39781	-3.77766496126755	https://www.ncbi.nlm.nih.gov/gene/?term=39781
CG13073	CG13073	NA	39773	-2.60211220375718	https://www.ncbi.nlm.nih.gov/gene/?term=39773
CG13074	CG13074	NA	39760	-7.95240299700012	https://www.ncbi.nlm.nih.gov/gene/?term=39760
CG13075	CG13075	NA	39756	-2.91940290314154	https://www.ncbi.nlm.nih.gov/gene/?term=39756
CG13081	CG13081	NA	35245	-8.42687895098223	https://www.ncbi.nlm.nih.gov/gene/?term=35245
CG13082	CG13082	NA	35244	-2.90353939869399	https://www.ncbi.nlm.nih.gov/gene/?term=35244
CG13083	CG13083	NA	35230	1.88751811005179	https://www.ncbi.nlm.nih.gov/gene/?term=35230
CG13084	CG13084	NA	35229	1.79628538078906	https://www.ncbi.nlm.nih.gov/gene/?term=35229
CG13085	CG13085	NA	35219	-2.6496683655301	https://www.ncbi.nlm.nih.gov/gene/?term=35219
CG13096	CG13096	NA	34183	0.380146752856317	https://www.ncbi.nlm.nih.gov/gene/?term=34183
CG13108	CG13108	NA	34240	-4.26966185785577	https://www.ncbi.nlm.nih.gov/gene/?term=34240
CG13110	CG13110	NA	34253	-7.43655865403052	https://www.ncbi.nlm.nih.gov/gene/?term=34253
CG13114	CG13114	NA	34272	1.95843281090094	https://www.ncbi.nlm.nih.gov/gene/?term=34272
CG13127	CG13127	NA	34335	-4.19142377077072	https://www.ncbi.nlm.nih.gov/gene/?term=34335
CG13131	CG13131	NA	34334	-5.83322107943131	https://www.ncbi.nlm.nih.gov/gene/?term=34334
CG13133	CG13133	NA	34342	-1.93170688884818	https://www.ncbi.nlm.nih.gov/gene/?term=34342
CG13135	CG13135	NA	34345	-3.33150067798206	https://www.ncbi.nlm.nih.gov/gene/?term=34345
CG13137	CG13137	NA	34349	-5.56768985074166	https://www.ncbi.nlm.nih.gov/gene/?term=34349
CG1314	CG1314	NA	33066	-4.61085965150748	https://www.ncbi.nlm.nih.gov/gene/?term=33066
CG13144	CG13144	NA	34444	-1.4908755234162	https://www.ncbi.nlm.nih.gov/gene/?term=34444
CG13148	CG13148	NA	36398	-2.57138706949892	https://www.ncbi.nlm.nih.gov/gene/?term=36398
CG1315	CG1315	NA	40812	-0.693752324599534	https://www.ncbi.nlm.nih.gov/gene/?term=40812
CG13157	CG13157	NA	36355	-9.40554065489475	https://www.ncbi.nlm.nih.gov/gene/?term=36355
CG1316	CG1316	NA	38526	0.516755992562125	https://www.ncbi.nlm.nih.gov/gene/?term=38526
CG13160	CG13160	NA	36343	-3.73787188733716	https://www.ncbi.nlm.nih.gov/gene/?term=36343
CG13168	CG13168	NA	36327	-3.90242201511058	https://www.ncbi.nlm.nih.gov/gene/?term=36327
CG13193	CG13193	NA	36256	-8.7580572964271	https://www.ncbi.nlm.nih.gov/gene/?term=36256
CG13196	CG13196	NA	36250	-4.75466010119888	https://www.ncbi.nlm.nih.gov/gene/?term=36250
CG13198	CG13198	NA	36245	-8.32210991602754	https://www.ncbi.nlm.nih.gov/gene/?term=36245
CG13203	CG13203	NA	36229	-5.37511200139203	https://www.ncbi.nlm.nih.gov/gene/?term=36229
CG13204	CG13204	NA	36227	-1.25228839806466	https://www.ncbi.nlm.nih.gov/gene/?term=36227
CG13217	CG13217	NA	36180	-4.20262461976551	https://www.ncbi.nlm.nih.gov/gene/?term=36180
CG13223	CG13223	NA	36190	-5.51932582925857	https://www.ncbi.nlm.nih.gov/gene/?term=36190
CG13226	CG13226	NA	36184	-2.84475766102449	https://www.ncbi.nlm.nih.gov/gene/?term=36184
CG13228	CG13228	NA	36178	-6.27678747468194	https://www.ncbi.nlm.nih.gov/gene/?term=36178
CG13229	CG13229	NA	36168	-3.62695272976591	https://www.ncbi.nlm.nih.gov/gene/?term=36168
CG13230	CG13230	NA	50237	-8.0347915619138	https://www.ncbi.nlm.nih.gov/gene/?term=50237
CG13239	CG13239	NA	40503	-9.05070268510334	https://www.ncbi.nlm.nih.gov/gene/?term=40503
CG1324	CG1324	NA	33060	-8.94347931451256	https://www.ncbi.nlm.nih.gov/gene/?term=33060
CG13243	CG13243	NA	34933	-5.907574703809	https://www.ncbi.nlm.nih.gov/gene/?term=34933
CG13244	CG13244	NA	34940	-8.13564717996901	https://www.ncbi.nlm.nih.gov/gene/?term=34940
CG13247	CG13247	NA	40247	-3.79437935539737	https://www.ncbi.nlm.nih.gov/gene/?term=40247
CG13248	CG13248	NA	40254	-3.56427809251741	https://www.ncbi.nlm.nih.gov/gene/?term=40254
CG13250	CG13250	NA	40284	-5.75967479879058	https://www.ncbi.nlm.nih.gov/gene/?term=40284
CG13251	CG13251	NA	40286	-4.39671218662803	https://www.ncbi.nlm.nih.gov/gene/?term=40286
CG13258	CG13258	NA	34959	-4.28247952083836	https://www.ncbi.nlm.nih.gov/gene/?term=34959
CG13272	CG13272	NA	35013	-3.38636118137312	https://www.ncbi.nlm.nih.gov/gene/?term=35013
CG13280	CG13280	NA	35015	-6.75196804682518	https://www.ncbi.nlm.nih.gov/gene/?term=35015
CG13285	CG13285	NA	38623	-1.96677627978975	https://www.ncbi.nlm.nih.gov/gene/?term=38623
CG13287	CG13287	NA	38660	-3.77643372876506	https://www.ncbi.nlm.nih.gov/gene/?term=38660
CG13288	CG13288	NA	38665	-6.95371821317073	https://www.ncbi.nlm.nih.gov/gene/?term=38665
CG13293	CG13293	NA	38695	-2.06477198824258	https://www.ncbi.nlm.nih.gov/gene/?term=38695
CG13296	CG13296	NA	38713	-8.93737364018136	https://www.ncbi.nlm.nih.gov/gene/?term=38713
CG13300	CG13300	NA	38730	-1.73411099857501	https://www.ncbi.nlm.nih.gov/gene/?term=38730
CG13305	CG13305	NA	38992	-2.47557334527363	https://www.ncbi.nlm.nih.gov/gene/?term=38992
CG13306	CG13306	NA	50301	-2.82634998006577	https://www.ncbi.nlm.nih.gov/gene/?term=50301
CG13308	CG13308	NA	39011	-4.72159469883399	https://www.ncbi.nlm.nih.gov/gene/?term=39011
CG13310	CG13310	NA	39007	-5.54344930331713	https://www.ncbi.nlm.nih.gov/gene/?term=39007
CG13311	CG13311	NA	39008	-2.66509657936606	https://www.ncbi.nlm.nih.gov/gene/?term=39008
CG13312	CG13312	NA	39010	-8.63331533347259	https://www.ncbi.nlm.nih.gov/gene/?term=39010
CG13315	CG13315	NA	50300	-1.59593281559351	https://www.ncbi.nlm.nih.gov/gene/?term=50300
CG13318	CG13318	NA	41048	-2.25109028492372	https://www.ncbi.nlm.nih.gov/gene/?term=41048
CG13321	CG13321	NA	36430	1.41694577472034	https://www.ncbi.nlm.nih.gov/gene/?term=36430
CG13325	CG13325	NA	36437	-2.06410453816816	https://www.ncbi.nlm.nih.gov/gene/?term=36437
CG13326	CG13326	NA	36439	-4.51321819113494	https://www.ncbi.nlm.nih.gov/gene/?term=36439
CG13330	CG13330	NA	36501	-6.40537429898538	https://www.ncbi.nlm.nih.gov/gene/?term=36501
CG13331	CG13331	NA	36503	-4.3475533276665	https://www.ncbi.nlm.nih.gov/gene/?term=36503
CG13332	CG13332	NA	36504	-8.07496400187761	https://www.ncbi.nlm.nih.gov/gene/?term=36504
CG13334	CG13334	NA	36510	-8.36389502464915	https://www.ncbi.nlm.nih.gov/gene/?term=36510
CG13337	CG13337	NA	36518	-3.92235986233241	https://www.ncbi.nlm.nih.gov/gene/?term=36518
CG13344	CG13344	NA	36541	0.595454065078882	https://www.ncbi.nlm.nih.gov/gene/?term=36541
CG13359	CG13359	NA	31028	-3.37451488235323	https://www.ncbi.nlm.nih.gov/gene/?term=31028
CG13360	CG13360	NA	31025	-0.913057995870602	https://www.ncbi.nlm.nih.gov/gene/?term=31025
CG13362	CG13362	NA	31018	-9.35468949013405	https://www.ncbi.nlm.nih.gov/gene/?term=31018
CG13366	CG13366	NA	31004	0.92027906555165	https://www.ncbi.nlm.nih.gov/gene/?term=31004
CG13375	CG13375	NA	30976	-2.11612346400747	https://www.ncbi.nlm.nih.gov/gene/?term=30976
CG13376	CG13376	NA	3346142	-3.32947132970812	https://www.ncbi.nlm.nih.gov/gene/?term=3346142
CG13377	CG13377	NA	30972	-1.18212210046353	https://www.ncbi.nlm.nih.gov/gene/?term=30972
CG13385	CG13385	NA	34164	-6.18988265005789	https://www.ncbi.nlm.nih.gov/gene/?term=34164
CG13386	CG13386	NA	34165	-5.53365512388686	https://www.ncbi.nlm.nih.gov/gene/?term=34165
CG1339	CG1339	NA	35705	-6.74773280887404	https://www.ncbi.nlm.nih.gov/gene/?term=35705
CG13397	CG13397	NA	46386	0.68942131659215	https://www.ncbi.nlm.nih.gov/gene/?term=46386
CG13404	CG13404	NA	32382	-2.39542867984571	https://www.ncbi.nlm.nih.gov/gene/?term=32382
CG13405	CG13405	NA	38016	-3.46610338578984	https://www.ncbi.nlm.nih.gov/gene/?term=38016
CG13407	CG13407	NA	42599	-8.51525831089589	https://www.ncbi.nlm.nih.gov/gene/?term=42599
CG13408	CG13408	NA	42597	-3.2732435595753002	https://www.ncbi.nlm.nih.gov/gene/?term=42597
CG13409	CG13409	NA	42592	-2.55810978868565	https://www.ncbi.nlm.nih.gov/gene/?term=42592
CG13423	CG13423	NA	37315	-5.25976247718344	https://www.ncbi.nlm.nih.gov/gene/?term=37315
CG13426	CG13426	NA	37312	-7.49233668945129	https://www.ncbi.nlm.nih.gov/gene/?term=37312
CG13436	CG13436	NA	37334	-2.43437430239758	https://www.ncbi.nlm.nih.gov/gene/?term=37334
CG13437	CG13437	NA	37343	-3.84157252745337	https://www.ncbi.nlm.nih.gov/gene/?term=37343
CG13438	CG13438	NA	37348	-5.36559222758029	https://www.ncbi.nlm.nih.gov/gene/?term=37348
