userId	geneSymbol	geneName	entrezgene	score	gLink
CG13930	CG13930	NA	38210	-4.82284487977849	https://www.ncbi.nlm.nih.gov/gene/?term=38210
CG13931	CG13931	NA	38212	-3.04632062444025	https://www.ncbi.nlm.nih.gov/gene/?term=38212
CG1394	CG1394	NA	32059	-6.53282177574155	https://www.ncbi.nlm.nih.gov/gene/?term=32059
CG13949	CG13949	NA	33266	-4.36458632379404	https://www.ncbi.nlm.nih.gov/gene/?term=33266
CG13954	CG13954	NA	35959	-2.79683284373797	https://www.ncbi.nlm.nih.gov/gene/?term=35959
CG13955	CG13955	NA	35968	-4.1274838362982	https://www.ncbi.nlm.nih.gov/gene/?term=35968
CG13962	CG13962	NA	35270	-7.03614899219212	https://www.ncbi.nlm.nih.gov/gene/?term=35270
CG13970	CG13970	NA	2768911	-3.17514206098977	https://www.ncbi.nlm.nih.gov/gene/?term=2768911
CG13972	CG13972	NA	43307	-3.81655310103116	https://www.ncbi.nlm.nih.gov/gene/?term=43307
CG13982	CG13982	NA	33895	-1.48356636542904	https://www.ncbi.nlm.nih.gov/gene/?term=33895
CG13991	CG13991	NA	33868	-4.91873157095205	https://www.ncbi.nlm.nih.gov/gene/?term=33868
CG13995	CG13995	NA	33851	-1.34684898695131	https://www.ncbi.nlm.nih.gov/gene/?term=33851
CG13999	CG13999	NA	33826	-3.03494819463239	https://www.ncbi.nlm.nih.gov/gene/?term=33826
CG14005	CG14005	NA	33808	0.619792824951431	https://www.ncbi.nlm.nih.gov/gene/?term=33808
CG14006	CG14006	NA	33802	-4.41010985774707	https://www.ncbi.nlm.nih.gov/gene/?term=33802
CG14007	CG14007	NA	33799	-4.21347411903076	https://www.ncbi.nlm.nih.gov/gene/?term=33799
CG14011	CG14011	NA	33790	-4.94187012949318	https://www.ncbi.nlm.nih.gov/gene/?term=33790
CG14014	CG14014	NA	33784	-3.95998159399794	https://www.ncbi.nlm.nih.gov/gene/?term=33784
CG14015	CG14015	NA	33780	-2.10911451001302	https://www.ncbi.nlm.nih.gov/gene/?term=33780
CG14017	CG14017	NA	33787	-7.39409021698851	https://www.ncbi.nlm.nih.gov/gene/?term=33787
CG1402	CG1402	NA	31687	-2.58178072436265	https://www.ncbi.nlm.nih.gov/gene/?term=31687
CG14020	CG14020	NA	33771	-4.50461096181201	https://www.ncbi.nlm.nih.gov/gene/?term=33771
CG14024	CG14024	NA	33760	-2.24414281116034	https://www.ncbi.nlm.nih.gov/gene/?term=33760
CG14036	CG14036	NA	33735	0.847223051894772	https://www.ncbi.nlm.nih.gov/gene/?term=33735
CG14044	CG14044	NA	33702	-3.46198768002386	https://www.ncbi.nlm.nih.gov/gene/?term=33702
CG14052	CG14052	NA	31203	-3.01657169634577	https://www.ncbi.nlm.nih.gov/gene/?term=31203
CG14054	CG14054	NA	31172	-4.23943334395323	https://www.ncbi.nlm.nih.gov/gene/?term=31172
CG14062	CG14062	NA	43389	-4.39117291711147	https://www.ncbi.nlm.nih.gov/gene/?term=43389
CG14069	CG14069	NA	34510	-7.46443742490095	https://www.ncbi.nlm.nih.gov/gene/?term=34510
CG14071	CG14071	NA	34507	-3.93743663583287	https://www.ncbi.nlm.nih.gov/gene/?term=34507
CG14072	CG14072	NA	34513	-4.32453647982249	https://www.ncbi.nlm.nih.gov/gene/?term=34513
CG14073	CG14073	NA	40046	0.654654419065219	https://www.ncbi.nlm.nih.gov/gene/?term=40046
CG14079	CG14079	NA	40086	-3.19485803630222	https://www.ncbi.nlm.nih.gov/gene/?term=40086
CG14082	CG14082	NA	40088	-3.6643712187575	https://www.ncbi.nlm.nih.gov/gene/?term=40088
CG14085	CG14085	NA	40099	-5.00452072687885	https://www.ncbi.nlm.nih.gov/gene/?term=40099
CG14086	CG14086	NA	40100	-4.42937340668119	https://www.ncbi.nlm.nih.gov/gene/?term=40100
CG14088	CG14088	NA	40098	-5.69401082484012	https://www.ncbi.nlm.nih.gov/gene/?term=40098
CG14089	CG14089	NA	40101	-4.0879959146526	https://www.ncbi.nlm.nih.gov/gene/?term=40101
CG14095	CG14095	NA	40112	-5.01680060483516	https://www.ncbi.nlm.nih.gov/gene/?term=40112
CG14106	CG14106	NA	39506	-5.24329086698789	https://www.ncbi.nlm.nih.gov/gene/?term=39506
CG14111	CG14111	NA	39497	-5.44408415505017	https://www.ncbi.nlm.nih.gov/gene/?term=39497
CG14115	CG14115	NA	39487	-6.27777158226986	https://www.ncbi.nlm.nih.gov/gene/?term=39487
CG14118	CG14118	NA	39465	-3.34799201602085	https://www.ncbi.nlm.nih.gov/gene/?term=39465
CG14141	CG14141	NA	39264	-1.51874208502097	https://www.ncbi.nlm.nih.gov/gene/?term=39264
CG14142	CG14142	NA	39261	-2.87731429668764	https://www.ncbi.nlm.nih.gov/gene/?term=39261
CG14160	CG14160	NA	39177	-2.23144736863959	https://www.ncbi.nlm.nih.gov/gene/?term=39177
CG14183	CG14183	NA	40192	-3.35387431937922	https://www.ncbi.nlm.nih.gov/gene/?term=40192
CG14184	CG14184	NA	40193	0.45118326420546	https://www.ncbi.nlm.nih.gov/gene/?term=40193
CG14186	CG14186	NA	40196	-0.919319912911666	https://www.ncbi.nlm.nih.gov/gene/?term=40196
CG14190	CG14190	NA	32891	-4.5303172255082	https://www.ncbi.nlm.nih.gov/gene/?term=32891
CG14195	CG14195	NA	32911	-2.19198859866442	https://www.ncbi.nlm.nih.gov/gene/?term=32911
CG14196	CG14196	NA	32915	-0.906048662371064	https://www.ncbi.nlm.nih.gov/gene/?term=32915
CG14200	CG14200	NA	32939	0.56056093430216	https://www.ncbi.nlm.nih.gov/gene/?term=32939
CG14204	CG14204	NA	32950	-3.23474771512604	https://www.ncbi.nlm.nih.gov/gene/?term=32950
CG1421	CG1421	NA	35432	-7.62900713154588	https://www.ncbi.nlm.nih.gov/gene/?term=35432
CG14212	CG14212	NA	32964	-7.66585075550805	https://www.ncbi.nlm.nih.gov/gene/?term=32964
CG14215	CG14215	NA	32971	0.350160499360789	https://www.ncbi.nlm.nih.gov/gene/?term=32971
CG14219	CG14219	NA	32951	-2.43048185340368	https://www.ncbi.nlm.nih.gov/gene/?term=32951
CG14221	CG14221	NA	32961	-3.498300251184	https://www.ncbi.nlm.nih.gov/gene/?term=32961
CG14223	CG14223	NA	32972	-1.05704250269321	https://www.ncbi.nlm.nih.gov/gene/?term=32972
CG14227	CG14227	NA	32978	-4.94157845177165	https://www.ncbi.nlm.nih.gov/gene/?term=32978
CG14232	CG14232	NA	32983	0.514203514722406	https://www.ncbi.nlm.nih.gov/gene/?term=32983
CG14234	CG14234	NA	32988	-2.10114548478726	https://www.ncbi.nlm.nih.gov/gene/?term=32988
CG14238	CG14238	NA	43195	-4.12314669845199	https://www.ncbi.nlm.nih.gov/gene/?term=43195
CG14244	CG14244	NA	50080	-5.67797231349871	https://www.ncbi.nlm.nih.gov/gene/?term=50080
CG14257	CG14257	NA	43257	-1.3241439733226401	https://www.ncbi.nlm.nih.gov/gene/?term=43257
CG14260	CG14260	NA	43287	-4.42975633591438	https://www.ncbi.nlm.nih.gov/gene/?term=43287
CG14262	CG14262	NA	43286	-4.27741103953	https://www.ncbi.nlm.nih.gov/gene/?term=43286
CG14269	CG14269	NA	31312	-4.58090784525895	https://www.ncbi.nlm.nih.gov/gene/?term=31312
CG14270	CG14270	NA	31319	0.566960353947521	https://www.ncbi.nlm.nih.gov/gene/?term=31319
CG14273	CG14273	NA	34146	-2.60791761391948	https://www.ncbi.nlm.nih.gov/gene/?term=34146
CG14274	CG14274	NA	34145	-2.04325818553415	https://www.ncbi.nlm.nih.gov/gene/?term=34145
CG1428	CG1428	NA	35433	-4.90730410039873	https://www.ncbi.nlm.nih.gov/gene/?term=35433
CG14280	CG14280	NA	42312	-3.73633358080498	https://www.ncbi.nlm.nih.gov/gene/?term=42312
CG14282	CG14282	NA	42301	-7.13695719208856	https://www.ncbi.nlm.nih.gov/gene/?term=42301
CG14291	CG14291	NA	42266	-3.19047746945145	https://www.ncbi.nlm.nih.gov/gene/?term=42266
CG14294	CG14294	NA	42262	-7.70101732431303	https://www.ncbi.nlm.nih.gov/gene/?term=42262
CG14297	CG14297	NA	42260	-3.25521046393152	https://www.ncbi.nlm.nih.gov/gene/?term=42260
CG14300	CG14300	NA	3346166	-5.28362929382469	https://www.ncbi.nlm.nih.gov/gene/?term=3346166
CG14301	CG14301	NA	42235	-3.38879174828731	https://www.ncbi.nlm.nih.gov/gene/?term=42235
CG14304	CG14304	NA	42232	-3.34745531946583	https://www.ncbi.nlm.nih.gov/gene/?term=42232
CG14305	CG14305	NA	42233	-2.66559691066995	https://www.ncbi.nlm.nih.gov/gene/?term=42233
CG14314	CG14314	NA	42179	-2.8640210893242	https://www.ncbi.nlm.nih.gov/gene/?term=42179
CG14315	CG14315	NA	42164	-5.62987335909129	https://www.ncbi.nlm.nih.gov/gene/?term=42164
CG14317	CG14317	NA	42161	-5.39744292351574	https://www.ncbi.nlm.nih.gov/gene/?term=42161
CG14325	CG14325	NA	42123	-4.89822452377031	https://www.ncbi.nlm.nih.gov/gene/?term=42123
CG14326	CG14326	NA	42120	-5.7028036870285	https://www.ncbi.nlm.nih.gov/gene/?term=42120
CG14327	CG14327	NA	42118	-4.62039532228541	https://www.ncbi.nlm.nih.gov/gene/?term=42118
CG14329	CG14329	NA	42116	-3.9500707418072	https://www.ncbi.nlm.nih.gov/gene/?term=42116
CG14330	CG14330	NA	42102	-5.68024361732258	https://www.ncbi.nlm.nih.gov/gene/?term=42102
CG14339	CG14339	NA	33286	-6.93973271637963	https://www.ncbi.nlm.nih.gov/gene/?term=33286
CG14340	CG14340	NA	33287	-3.87865320562547	https://www.ncbi.nlm.nih.gov/gene/?term=33287
CG14342	CG14342	NA	33310	-3.08232119554299	https://www.ncbi.nlm.nih.gov/gene/?term=33310
CG14346	CG14346	NA	33325	-5.29564202353833	https://www.ncbi.nlm.nih.gov/gene/?term=33325
CG14355	CG14355	NA	41723	-4.69960739714535	https://www.ncbi.nlm.nih.gov/gene/?term=41723
CG14357	CG14357	NA	41716	-5.39049878063654	https://www.ncbi.nlm.nih.gov/gene/?term=41716
CG14367	CG14367	NA	41676	-1.73707309448404	https://www.ncbi.nlm.nih.gov/gene/?term=41676
CG14370	CG14370	NA	41659	-5.10501275747629	https://www.ncbi.nlm.nih.gov/gene/?term=41659
CG14372	CG14372	NA	41657	-1.84402781480065	https://www.ncbi.nlm.nih.gov/gene/?term=41657
CG14383	CG14383	NA	41593	-5.14528900781168	https://www.ncbi.nlm.nih.gov/gene/?term=41593
CG14384	CG14384	NA	41588	-3.94225013661682	https://www.ncbi.nlm.nih.gov/gene/?term=41588
CG14391	CG14391	NA	41567	-5.21576449327768	https://www.ncbi.nlm.nih.gov/gene/?term=41567
CG14395	CG14395	NA	41560	-4.19870794077758	https://www.ncbi.nlm.nih.gov/gene/?term=41560
CG14397	CG14397	NA	8674022	-3.85863075342162	https://www.ncbi.nlm.nih.gov/gene/?term=8674022
CG1440	CG1440	NA	31776	0.641388702879376	https://www.ncbi.nlm.nih.gov/gene/?term=31776
CG14402	CG14402	NA	35352	-3.8933423231893	https://www.ncbi.nlm.nih.gov/gene/?term=35352
CG14406	CG14406	NA	32421	-4.25555252851508	https://www.ncbi.nlm.nih.gov/gene/?term=32421
CG1441	CG1441	NA	36029	-1.3129463364746	https://www.ncbi.nlm.nih.gov/gene/?term=36029
CG14411	CG14411	NA	32408	0.544868571229859	https://www.ncbi.nlm.nih.gov/gene/?term=32408
CG14417	CG14417	NA	31274	-5.87301891874778	https://www.ncbi.nlm.nih.gov/gene/?term=31274
CG14422	CG14422	NA	31286	-3.48861855747046	https://www.ncbi.nlm.nih.gov/gene/?term=31286
CG14423	CG14423	NA	31287	-3.17281547191152	https://www.ncbi.nlm.nih.gov/gene/?term=31287
CG14424	CG14424	NA	31279	-3.5741981646886	https://www.ncbi.nlm.nih.gov/gene/?term=31279
CG14427	CG14427	NA	31651	-8.20793008183741	https://www.ncbi.nlm.nih.gov/gene/?term=31651
CG14431	CG14431	NA	31639	-2.15540990653525	https://www.ncbi.nlm.nih.gov/gene/?term=31639
CG14435	CG14435	NA	31628	0.453368500525585	https://www.ncbi.nlm.nih.gov/gene/?term=31628
CG14438	CG14438	NA	31615	0.502129754383401	https://www.ncbi.nlm.nih.gov/gene/?term=31615
CG14439	CG14439	NA	31614	-0.893138781326855	https://www.ncbi.nlm.nih.gov/gene/?term=31614
CG14440	CG14440	NA	31610	0.542378088752016	https://www.ncbi.nlm.nih.gov/gene/?term=31610
CG14442	CG14442	NA	31609	0.666950905324608	https://www.ncbi.nlm.nih.gov/gene/?term=31609
CG14443	CG14443	NA	31595	-2.63145814699453	https://www.ncbi.nlm.nih.gov/gene/?term=31595
CG14448	CG14448	NA	40497	-4.18657335162404	https://www.ncbi.nlm.nih.gov/gene/?term=40497
CG14451	CG14451	NA	40488	-4.11075159368809	https://www.ncbi.nlm.nih.gov/gene/?term=40488
CG14455	CG14455	NA	40480	-7.95914040876923	https://www.ncbi.nlm.nih.gov/gene/?term=40480
CG14459	CG14459	NA	40476	-1.89521912435228	https://www.ncbi.nlm.nih.gov/gene/?term=40476
CG14478	CG14478	NA	36964	0.846479469595041	https://www.ncbi.nlm.nih.gov/gene/?term=36964
CG14490	CG14490	NA	37041	-2.27077678835352	https://www.ncbi.nlm.nih.gov/gene/?term=37041
CG14491	CG14491	NA	37046	-5.66485685241291	https://www.ncbi.nlm.nih.gov/gene/?term=37046
CG14492	CG14492	NA	37045	-5.54045881589186	https://www.ncbi.nlm.nih.gov/gene/?term=37045
CG14502	CG14502	NA	37092	-1.07268134790428	https://www.ncbi.nlm.nih.gov/gene/?term=37092
CG14505	CG14505	NA	37098	-1.55102668039203	https://www.ncbi.nlm.nih.gov/gene/?term=37098
CG14506	CG14506	NA	43467	-4.83702490249337	https://www.ncbi.nlm.nih.gov/gene/?term=43467
CG14507	CG14507	NA	43461	-6.37398267029003	https://www.ncbi.nlm.nih.gov/gene/?term=43461
CG14516	CG14516	NA	43444	0.554571013696354	https://www.ncbi.nlm.nih.gov/gene/?term=43444
CG14518	CG14518	NA	43421	-3.72485693658533	https://www.ncbi.nlm.nih.gov/gene/?term=43421
CG14523	CG14523	NA	43411	-1.53878349800672	https://www.ncbi.nlm.nih.gov/gene/?term=43411
CG14527	CG14527	NA	43412	-4.55830669353923	https://www.ncbi.nlm.nih.gov/gene/?term=43412
CG14529	CG14529	NA	43408	-3.49125948048377	https://www.ncbi.nlm.nih.gov/gene/?term=43408
CG14535	CG14535	NA	34073	-2.55122330609212	https://www.ncbi.nlm.nih.gov/gene/?term=34073
CG14537	CG14537	NA	34072	-6.05346201825053	https://www.ncbi.nlm.nih.gov/gene/?term=34072
CG14540	CG14540	NA	43145	-8.21738747824034	https://www.ncbi.nlm.nih.gov/gene/?term=43145
CG14545	CG14545	NA	50075	0.561629062977304	https://www.ncbi.nlm.nih.gov/gene/?term=50075
CG14546	CG14546	NA	43142	-5.13013434382122	https://www.ncbi.nlm.nih.gov/gene/?term=43142
CG14551	CG14551	NA	43171	-4.63377447863107	https://www.ncbi.nlm.nih.gov/gene/?term=43171
CG14563	CG14563	NA	40435	-5.00633609780799	https://www.ncbi.nlm.nih.gov/gene/?term=40435
CG14564	CG14564	NA	40425	-7.73697305305828	https://www.ncbi.nlm.nih.gov/gene/?term=40425
CG14565	CG14565	NA	40423	-8.19033545021304	https://www.ncbi.nlm.nih.gov/gene/?term=40423
CG14568	CG14568	NA	40418	-8.00252566918985	https://www.ncbi.nlm.nih.gov/gene/?term=40418
CG14569	CG14569	NA	40417	-5.54245880099674	https://www.ncbi.nlm.nih.gov/gene/?term=40417
CG14570	CG14570	NA	40416	-6.34289309692425	https://www.ncbi.nlm.nih.gov/gene/?term=40416
CG14572	CG14572	NA	40422	-4.60254395358755	https://www.ncbi.nlm.nih.gov/gene/?term=40422
CG14579	CG14579	NA	33096	-7.04934446367228	https://www.ncbi.nlm.nih.gov/gene/?term=33096
CG14589	CG14589	NA	35541	-4.06580337374478	https://www.ncbi.nlm.nih.gov/gene/?term=35541
CG14591	CG14591	NA	35531	-1.21622449592781	https://www.ncbi.nlm.nih.gov/gene/?term=35531
CG14605	CG14605	NA	40867	-3.73428036958383	https://www.ncbi.nlm.nih.gov/gene/?term=40867
CG14606	CG14606	NA	40866	-1.6348239687172	https://www.ncbi.nlm.nih.gov/gene/?term=40866
CG14607	CG14607	NA	40869	-1.70237719963123	https://www.ncbi.nlm.nih.gov/gene/?term=40869
CG14609	CG14609	NA	40864	-3.52674194428578	https://www.ncbi.nlm.nih.gov/gene/?term=40864
CG14613	CG14613	NA	33133	0.564586079553722	https://www.ncbi.nlm.nih.gov/gene/?term=33133
CG14625	CG14625	NA	31066	-2.97873415941412	https://www.ncbi.nlm.nih.gov/gene/?term=31066
CG14626	CG14626	NA	31064	-2.80253331518994	https://www.ncbi.nlm.nih.gov/gene/?term=31064
CG14627	CG14627	NA	31063	-5.51895296464224	https://www.ncbi.nlm.nih.gov/gene/?term=31063
CG14634	CG14634	NA	50366	-7.62326557891444	https://www.ncbi.nlm.nih.gov/gene/?term=50366
CG14635	CG14635	NA	31032	-6.46144116430735	https://www.ncbi.nlm.nih.gov/gene/?term=31032
CG14636	CG14636	NA	40526	-2.59916837956198	https://www.ncbi.nlm.nih.gov/gene/?term=40526
CG14641	CG14641	NA	40529	0.574263723936643	https://www.ncbi.nlm.nih.gov/gene/?term=40529
CG14642	CG14642	NA	40532	-2.54493812966716	https://www.ncbi.nlm.nih.gov/gene/?term=40532
CG14644	CG14644	NA	40536	-4.45478770352259	https://www.ncbi.nlm.nih.gov/gene/?term=40536
CG14650	CG14650	NA	40566	0.618029995294414	https://www.ncbi.nlm.nih.gov/gene/?term=40566
CG14651	CG14651	NA	40568	-5.15266584305698	https://www.ncbi.nlm.nih.gov/gene/?term=40568
CG14659	CG14659	NA	40604	-6.85296812620459	https://www.ncbi.nlm.nih.gov/gene/?term=40604
CG14662	CG14662	NA	40614	-2.76363619202247	https://www.ncbi.nlm.nih.gov/gene/?term=40614
CG14664	CG14664	NA	12798232	-4.27024277816898	https://www.ncbi.nlm.nih.gov/gene/?term=12798232
CG14669	CG14669	NA	40652	-1.64503914448702	https://www.ncbi.nlm.nih.gov/gene/?term=40652
CG14676	CG14676	NA	40729	-5.61921674948951	https://www.ncbi.nlm.nih.gov/gene/?term=40729
CG14688	CG14688	NA	41275	0.491781918559589	https://www.ncbi.nlm.nih.gov/gene/?term=41275
CG14689	CG14689	NA	41283	-5.5874323763826	https://www.ncbi.nlm.nih.gov/gene/?term=41283
CG14691	CG14691	NA	41287	-3.2678388220366	https://www.ncbi.nlm.nih.gov/gene/?term=41287
CG14692	CG14692	NA	41298	-2.12004391194627	https://www.ncbi.nlm.nih.gov/gene/?term=41298
CG14695	CG14695	NA	41314	-3.88582576307293	https://www.ncbi.nlm.nih.gov/gene/?term=41314
CG14708	CG14708	NA	41383	-6.97928736651616	https://www.ncbi.nlm.nih.gov/gene/?term=41383
CG14712	CG14712	NA	41397	0.83384149626717	https://www.ncbi.nlm.nih.gov/gene/?term=41397
CG14715	CG14715	NA	41403	0.490823059357969	https://www.ncbi.nlm.nih.gov/gene/?term=41403
CG14717	CG14717	NA	41412	-4.13856084756841	https://www.ncbi.nlm.nih.gov/gene/?term=41412
CG14718	CG14718	NA	41413	-5.45238952222978	https://www.ncbi.nlm.nih.gov/gene/?term=41413
CG14720	CG14720	NA	41415	-5.17847993588532	https://www.ncbi.nlm.nih.gov/gene/?term=41415
CG14731	CG14731	NA	41442	-4.93891049016606	https://www.ncbi.nlm.nih.gov/gene/?term=41442
CG14736	CG14736	NA	41466	-4.64531905994619	https://www.ncbi.nlm.nih.gov/gene/?term=41466
CG14740	CG14740	NA	41468	-3.86695427527132	https://www.ncbi.nlm.nih.gov/gene/?term=41468
CG14743	CG14743	NA	35860	-4.16548618482454	https://www.ncbi.nlm.nih.gov/gene/?term=35860
CG14749	CG14749	NA	35849	0.599169000051143	https://www.ncbi.nlm.nih.gov/gene/?term=35849
CG14760	CG14760	NA	35802	-5.85919708361838	https://www.ncbi.nlm.nih.gov/gene/?term=35802
CG14764	CG14764	NA	35749	0.617110856204785	https://www.ncbi.nlm.nih.gov/gene/?term=35749
CG14787	CG14787	NA	31096	-4.23085940226275	https://www.ncbi.nlm.nih.gov/gene/?term=31096
CG14797	CG14797	NA	31123	-4.57311718275117	https://www.ncbi.nlm.nih.gov/gene/?term=31123
CG14811	CG14811	NA	31132	-4.71946695384604	https://www.ncbi.nlm.nih.gov/gene/?term=31132
CG14814	CG14814	NA	31139	0.91282918743191	https://www.ncbi.nlm.nih.gov/gene/?term=31139
CG14829	CG14829	NA	38792	-3.71128654061164	https://www.ncbi.nlm.nih.gov/gene/?term=38792
CG14837	CG14837	NA	38849	-3.36060393024177	https://www.ncbi.nlm.nih.gov/gene/?term=38849
CG14839	CG14839	NA	41736	-7.61195141177587	https://www.ncbi.nlm.nih.gov/gene/?term=41736
CG14840	CG14840	NA	41734	-5.02010514891907	https://www.ncbi.nlm.nih.gov/gene/?term=41734
CG14851	CG14851	NA	41763	-6.82985949747052	https://www.ncbi.nlm.nih.gov/gene/?term=41763
CG14852	CG14852	NA	41765	-5.78046166508237	https://www.ncbi.nlm.nih.gov/gene/?term=41765
CG14853	CG14853	NA	41771	-1.29583741010551	https://www.ncbi.nlm.nih.gov/gene/?term=41771
CG14855	CG14855	NA	41789	-3.76951879549551	https://www.ncbi.nlm.nih.gov/gene/?term=41789
CG14856	CG14856	NA	41790	-3.49645292476191	https://www.ncbi.nlm.nih.gov/gene/?term=41790
CG14857	CG14857	NA	41791	-2.28045595799602	https://www.ncbi.nlm.nih.gov/gene/?term=41791
CG14860	CG14860	NA	41803	-1.89649571050304	https://www.ncbi.nlm.nih.gov/gene/?term=41803
CG14861	CG14861	NA	41810	-4.81003220064774	https://www.ncbi.nlm.nih.gov/gene/?term=41810
CG14864	CG14864	NA	41846	-1.82851224873369	https://www.ncbi.nlm.nih.gov/gene/?term=41846
CG14866	CG14866	NA	41854	-4.22322521471888	https://www.ncbi.nlm.nih.gov/gene/?term=41854
CG14868	CG14868	NA	41875	-2.13193830046344	https://www.ncbi.nlm.nih.gov/gene/?term=41875
CG14877	CG14877	NA	41929	-2.49032059802235	https://www.ncbi.nlm.nih.gov/gene/?term=41929
CG14891	CG14891	NA	42013	-7.3793455869112	https://www.ncbi.nlm.nih.gov/gene/?term=42013
CG14892	CG14892	NA	42016	-6.07122274622121	https://www.ncbi.nlm.nih.gov/gene/?term=42016
CG14894	CG14894	NA	41993	0.468639369744749	https://www.ncbi.nlm.nih.gov/gene/?term=41993
CG14905	CG14905	NA	42024	-7.04397305985354	https://www.ncbi.nlm.nih.gov/gene/?term=42024
CG14915	CG14915	NA	34536	-6.74849003036643	https://www.ncbi.nlm.nih.gov/gene/?term=34536
CG14921	CG14921	NA	34547	-3.62516369860906	https://www.ncbi.nlm.nih.gov/gene/?term=34547
CG14926	CG14926	NA	34567	-7.00561954293851	https://www.ncbi.nlm.nih.gov/gene/?term=34567
CG14929	CG14929	NA	3771749	-5.81030044016078	https://www.ncbi.nlm.nih.gov/gene/?term=3771749
CG14932	CG14932	NA	34589	-2.49491590502955	https://www.ncbi.nlm.nih.gov/gene/?term=34589
CG14937	CG14937	NA	34591	-3.39198163387669	https://www.ncbi.nlm.nih.gov/gene/?term=34591
CG1494	CG1494	NA	33102	-4.30908121453156	https://www.ncbi.nlm.nih.gov/gene/?term=33102
CG14945	CG14945	NA	34623	-1.10248348052029	https://www.ncbi.nlm.nih.gov/gene/?term=34623
CG14957	CG14957	NA	38386	-2.46822211407819	https://www.ncbi.nlm.nih.gov/gene/?term=38386
CG14958	CG14958	NA	38387	-6.83172478601775	https://www.ncbi.nlm.nih.gov/gene/?term=38387
CG14960	CG14960	NA	38403	-2.67117851795434	https://www.ncbi.nlm.nih.gov/gene/?term=38403
CG14961	CG14961	NA	38414	-2.83124802966596	https://www.ncbi.nlm.nih.gov/gene/?term=38414
CG14964	CG14964	NA	38384	-1.14639781162373	https://www.ncbi.nlm.nih.gov/gene/?term=38384
CG14974	CG14974	NA	50167	-7.35873044227044	https://www.ncbi.nlm.nih.gov/gene/?term=50167
CG14982	CG14982	NA	38464	-2.88139280806419	https://www.ncbi.nlm.nih.gov/gene/?term=38464
CG14983	CG14983	NA	38466	-5.30358107367937	https://www.ncbi.nlm.nih.gov/gene/?term=38466
CG15005	CG15005	NA	38506	-3.34257141004248	https://www.ncbi.nlm.nih.gov/gene/?term=38506
CG15014	CG15014	NA	38533	0.621074334641268	https://www.ncbi.nlm.nih.gov/gene/?term=38533
CG15020	CG15020	NA	38544	-3.95699752469349	https://www.ncbi.nlm.nih.gov/gene/?term=38544
CG15024	CG15024	NA	50172	-7.6398587389084	https://www.ncbi.nlm.nih.gov/gene/?term=50172
CG15025	CG15025	NA	42328	-4.64637213919261	https://www.ncbi.nlm.nih.gov/gene/?term=42328
CG1503	CG1503	NA	33090	-1.12119504179268	https://www.ncbi.nlm.nih.gov/gene/?term=33090
CG15034	CG15034	NA	31670	-2.53468993337818	https://www.ncbi.nlm.nih.gov/gene/?term=31670
CG15035	CG15035	NA	31673	-4.11437260705003	https://www.ncbi.nlm.nih.gov/gene/?term=31673
CG1504	CG1504	NA	33028	-3.25349854330379	https://www.ncbi.nlm.nih.gov/gene/?term=33028
CG15040	CG15040	NA	32848	-3.49833948684965	https://www.ncbi.nlm.nih.gov/gene/?term=32848
CG15042	CG15042	NA	32844	-6.62766883869299	https://www.ncbi.nlm.nih.gov/gene/?term=32844
CG15043	CG15043	NA	32835	1.08699352223962	https://www.ncbi.nlm.nih.gov/gene/?term=32835
CG15046	CG15046	NA	32833	-0.988440230028258	https://www.ncbi.nlm.nih.gov/gene/?term=32833
CG15056	CG15056	NA	32824	-6.55787069216682	https://www.ncbi.nlm.nih.gov/gene/?term=32824
CG15059	CG15059	NA	32806	-4.28389555134615	https://www.ncbi.nlm.nih.gov/gene/?term=32806
CG15071	CG15071	NA	37153	-3.56203677619041	https://www.ncbi.nlm.nih.gov/gene/?term=37153
CG15082	CG15082	NA	37173	-4.51204466339008	https://www.ncbi.nlm.nih.gov/gene/?term=37173
CG15097	CG15097	NA	37172	-1.4463481500732	https://www.ncbi.nlm.nih.gov/gene/?term=37172
CG15115	CG15115	NA	37192	-5.43411008955341	https://www.ncbi.nlm.nih.gov/gene/?term=37192
CG15116	CG15116	NA	37194	-4.19719675352212	https://www.ncbi.nlm.nih.gov/gene/?term=37194
CG15125	CG15125	NA	37258	-4.70795140644986	https://www.ncbi.nlm.nih.gov/gene/?term=37258
CG15126	CG15126	NA	50202	1.27232360514874	https://www.ncbi.nlm.nih.gov/gene/?term=50202
CG15130	CG15130	NA	35312	-4.04202247918912	https://www.ncbi.nlm.nih.gov/gene/?term=35312
CG15136	CG15136	NA	35033	-7.74242794714817	https://www.ncbi.nlm.nih.gov/gene/?term=35033
CG15141	CG15141	NA	35044	0.723218617062506	https://www.ncbi.nlm.nih.gov/gene/?term=35044
CG15142	CG15142	NA	35059	-3.50986724050389	https://www.ncbi.nlm.nih.gov/gene/?term=35059
CG15143	CG15143	NA	35062	-6.52503909283102	https://www.ncbi.nlm.nih.gov/gene/?term=35062
CG15144	CG15144	NA	35063	-3.9447748609344	https://www.ncbi.nlm.nih.gov/gene/?term=35063
CG15145	CG15145	NA	35064	-4.89383103108128	https://www.ncbi.nlm.nih.gov/gene/?term=35064
CG15153	CG15153	NA	35080	-4.00096279748987	https://www.ncbi.nlm.nih.gov/gene/?term=35080
CG15161	CG15161	NA	35114	-6.87310210246323	https://www.ncbi.nlm.nih.gov/gene/?term=35114
